id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,landMark
3293,W 92 St & Broadway,20,24,40.7921,-73.9739,In Service,1,4,W 92 St & Broadway,,,10025,,,false,2016-12-04 03:10:28 AM,
3294,E 91 St & Park Ave,31,35,40.7835016,-73.955327,In Service,1,4,E 91 St & Park Ave,,,10128,,,false,2016-12-04 03:09:41 AM,
3295,Central Park W & W 96 St,52,59,40.79127,-73.964839,In Service,1,7,Central Park W & W 96 St,,,10025,,,false,2016-12-04 03:09:07 AM,
3296,Coming Soon: E 93 St & 2 Ave,0,0,40.78250564729,-73.94887804985,Not In Service,3,0,Coming Soon: E 93 St & 2 Ave,,,10128,,,false,1969-12-31 07:00:00 PM,
3297,6 St & 7 Ave,15,21,40.6686627,-73.97988067,In Service,1,6,6 St & 7 Ave,,,11215,,,false,2016-12-04 03:07:43 AM,
3298,Warren St & Court St,16,23,40.686371,-73.99383324,In Service,1,7,Warren St & Court St,,,11201,,,false,2016-12-04 03:10:27 AM,
3299,Coming Soon: E 98 St & Lexington Ave,0,0,40.787278535021,-73.950105160475,Not In Service,3,0,Coming Soon: E 98 St & Lexington Ave,,,10029,,,false,1969-12-31 07:00:00 PM,
3300,Prospect Park West & 8 St,21,25,40.665146815338,-73.976376056671,In Service,1,4,Prospect Park West & 8 St,,,11215,,,false,2016-12-04 03:07:11 AM,
3301,Columbus Ave & W 95 St,34,39,40.7919557,-73.968087,In Service,1,5,Columbus Ave & W 95 St,,,10025,,,false,2016-12-04 03:06:57 AM,
3302,Columbus Ave & W 103 St,22,23,40.7969347,-73.9643412291,In Service,1,1,Columbus Ave & W 103 St,,,10025,,,false,2016-12-04 03:10:15 AM,
3303,Butler St & Court St,20,25,40.6849894,-73.99440329,In Service,1,5,Butler St & Court St,,,11231,,,false,2016-12-04 03:08:50 AM,
3304,6 Ave & 9 St,25,27,40.668127,-73.98377641,In Service,1,2,6 Ave & 9 St,,,10011,,,false,2016-12-04 03:09:03 AM,
3305,E 91 St & 2 Ave,3,39,40.781122299342,-73.949655890465,In Service,1,35,E 91 St & 2 Ave,,,10128,,,false,2016-12-04 03:06:40 AM,
3306,10 St & 7 Ave,18,23,40.6662078,-73.98199886,In Service,1,5,10 St & 7 Ave,,,11215,,,false,2016-12-04 03:09:42 AM,
3307,West End Ave & W 94 St,23,31,40.7941654,-73.974124,In Service,1,8,West End Ave & W 94 St,,,10025,,,false,2016-12-04 03:09:35 AM,
3308,Kane St & Clinton St,24,27,40.6861758,-73.99645295,In Service,1,2,Kane St & Clinton St,,,11231,,,false,2016-12-04 03:07:32 AM,
3309,E 97 St & 3 Ave,24,30,40.7859201,-73.94860294,In Service,1,6,E 97 St & 3 Ave,,,10029,,,false,2016-12-04 03:07:46 AM,
3310,14 St & 7 Ave,21,24,40.663779,-73.98396846,In Service,1,3,14 St & 7 Ave,,,10011,,,false,2016-12-04 03:09:29 AM,
3311,Columbia St & Kane St,15,21,40.68763155,-74.0016256,In Service,1,5,Columbia St & Kane St,,,11201,,,false,2016-12-04 03:10:22 AM,
3312,1 Ave & E 94 St,3,39,40.7817212,-73.94594,In Service,1,31,1 Ave & E 94 St,,,10128,,,false,2016-12-04 03:09:01 AM,
3313,6 Ave & 12 St,19,29,40.6663181,-73.9854617,In Service,1,9,6 Ave & 12 St,,,10011,,,false,2016-12-04 03:09:08 AM,
3314,W 95 St & Broadway,29,32,40.7937704,-73.971888,In Service,1,3,W 95 St & Broadway,,,10025,,,false,2016-12-04 03:07:21 AM,
3315,Henry St & Degraw St,13,23,40.6847514,-73.99917254,In Service,1,10,Henry St & Degraw St,,,11231,,,false,2016-12-04 03:06:42 AM,
3316,W 104 St & Amsterdam Ave,41,47,40.7989937,-73.9662173778,In Service,1,6,W 104 St & Amsterdam Ave,,,10025,,,false,2016-12-04 03:06:39 AM,
3317,10 St & 5 Ave,20,24,40.6686273,-73.98700053,In Service,1,3,10 St & 5 Ave,,,10011,,,false,2016-12-04 03:10:02 AM,
3318,Coming Soon: 2 Ave & E 96 St,0,0,40.7839636,-73.9471673,Not In Service,3,0,Coming Soon: 2 Ave & E 96 St,,,10128,,,false,1969-12-31 07:00:00 PM,
3319,14 St & 5 Ave,12,18,40.666287,-73.98895053,In Service,1,5,14 St & 5 Ave,,,10011,,,false,2016-12-04 03:08:53 AM,
3320,Central Park West & W 100 St,24,31,40.793393,-73.9635556,In Service,1,7,Central Park West & W 100 St,,,10025,,,false,2016-12-04 03:08:58 AM,
3321,Clinton St & Union St,23,25,40.6831164,-73.99785267,In Service,1,2,Clinton St & Union St,,,11231,,,false,2016-12-04 03:06:46 AM,
3322,12 St & 4 Ave,22,25,40.668603,-73.9904394,In Service,1,3,12 St & 4 Ave,,,10003,,,false,2016-12-04 03:06:44 AM,
3323,W 106 St & Central Park West,40,59,40.7981856,-73.9605909006,In Service,1,19,W 106 St & Central Park West,,,10025,,,false,2016-12-04 03:06:42 AM,
3324,3 Ave & 14 St,8,25,40.6685455,-73.99333264,In Service,1,17,3 Ave & 14 St,,,10003,,,false,2016-12-04 03:09:24 AM,
3325,E 95 St & 3 Ave,18,31,40.7849032,-73.950503,In Service,1,13,E 95 St & 3 Ave,,,10128,,,false,2016-12-04 03:10:13 AM,
3326,Clinton St & Centre St,20,21,40.67434,-74.00194698,In Service,1,0,Clinton St & Centre St,,,11231,,,false,2016-12-04 03:10:23 AM,
3327,3 Ave & E 100 St,9,27,40.7877214,-73.94728331,In Service,1,17,3 Ave & E 100 St,,,10029,,,false,2016-12-04 03:08:17 AM,
3328,W 100 St & Manhattan Ave,32,39,40.795,-73.9645,In Service,1,6,W 100 St & Manhattan Ave,,,10025,,,false,2016-12-04 03:08:34 AM,
3329,Degraw St & Smith St,21,27,40.6829151,-73.99318208,In Service,1,5,Degraw St & Smith St,,,11231,,,false,2016-12-04 03:09:15 AM,
3330,Henry St & Bay St,12,19,40.6725058,-74.00494695,In Service,1,6,Henry St & Bay St,,,11231,,,false,2016-12-04 03:08:15 AM,
3331,Riverside Dr & W 104 St,35,39,40.8013434,-73.9711457439,In Service,1,4,Riverside Dr & W 104 St,,,10025,,,false,2016-12-04 03:06:58 AM,
3332,Degraw St & Hoyt St,13,19,40.681990442707,-73.990790247917,In Service,1,5,Degraw St & Hoyt St,,,11231,,,false,2016-12-04 03:10:01 AM,
3333,Columbia St & Lorraine St,3,21,40.6747055,-74.0075572,In Service,1,17,Columbia St & Lorraine St,,,11231,,,false,2016-12-04 03:08:54 AM,
3335,Union St & 4 Ave,14,28,40.6772744,-73.98282002,In Service,1,14,Union St & 4 Ave,,,11215,,,false,2016-12-04 03:09:02 AM,
3336,E 97 St & Madison Ave,34,41,40.787801,-73.953559,In Service,1,7,E 97 St & Madison Ave,,,10029,,,false,2016-12-04 03:07:42 AM,
3337,Coming Soon: Beard St & Otsego St,0,0,40.672415,-74.011802,Not In Service,3,0,Coming Soon: Beard St & Otsego St,,,11231,,,false,1969-12-31 07:00:00 PM,
3338,2 Ave & E 99 St,8,31,40.7862586,-73.94552579,In Service,1,23,2 Ave & E 99 St,,,10029,,,false,2016-12-04 03:07:35 AM,
3339,Berkeley Pl & 6 Ave,8,23,40.6765304,-73.97846879,In Service,1,14,Berkeley Pl & 6 Ave,,,11217,,,false,2016-12-04 03:08:04 AM,
3340,Wolcott St & Dwight St,3,21,40.6753274,-74.0100698,In Service,1,18,Wolcott St & Dwight St,,,11231,,,false,2016-12-04 03:06:36 AM,
3341,Central Park West & W 102 St,54,59,40.795346,-73.96186,In Service,1,5,Central Park West & W 102 St,,,10025,,,false,2016-12-04 03:10:13 AM,
3342,Pioneer St & Richards St,0,23,40.6777748,-74.0094613,In Service,1,23,Pioneer St & Richards St,,,11231,,,false,2016-12-04 03:08:38 AM,
3343,W 107 St & Columbus Ave,15,23,40.7997568,-73.9621128676,In Service,1,8,W 107 St & Columbus Ave,,,10025,,,false,2016-12-04 03:07:12 AM,
3344,Pioneer St & Van Brunt St,11,19,40.679043,-74.011169,In Service,1,8,Pioneer St & Van Brunt St,,,11231,,,false,2016-12-04 03:09:34 AM,
3345,Madison Ave & E 99 St,26,35,40.789485415532,-73.952429294586,In Service,1,9,Madison Ave & E 99 St,,,10029,,,false,2016-12-04 03:10:06 AM,
3346,Berkeley Pl & 7 Ave,23,29,40.67514683871,-73.975232094526,In Service,1,6,Berkeley Pl & 7 Ave,,,11217,,,false,2016-12-04 03:07:09 AM,
3347,Van Brunt St & Wolcott St,1,21,40.6773429,-74.01275056,In Service,1,18,Van Brunt St & Wolcott St,,,11231,,,false,2016-12-04 03:08:41 AM,
3348,Coffey St & Conover St,1,15,40.677236,-74.015665,In Service,1,14,Coffey St & Conover St,,,11231,,,false,2016-12-04 03:08:45 AM,
3349,Grand Army Plaza & Plaza St West,24,30,40.6729679,-73.97087984,In Service,1,4,Grand Army Plaza & Plaza St West,,,11238,,,false,2016-12-04 03:09:04 AM,
3350,W 100 St & Broadway,33,39,40.7973721,-73.97041192,In Service,1,6,W 100 St & Broadway,,,10025,,,false,2016-12-04 03:10:18 AM,
3351,E 102 St & 1 Ave,1,25,40.7869946,-73.94164802,In Service,1,24,E 102 St & 1 Ave,,,10029,,,false,2016-12-04 03:09:05 AM,
3352,Coming Soon: Sigourney St & Columbia St,0,0,40.672672434109,-74.008795246482,Not In Service,3,0,Coming Soon: Sigourney St & Columbia St,,,11231,,,false,1969-12-31 07:00:00 PM,
3353,Reed St & Van Brunt St,2,24,40.6747844,-74.01612847,In Service,1,22,Reed St & Van Brunt St,,,11231,,,false,2016-12-04 03:10:04 AM,
3354,3 St & Prospect Park West,26,31,40.668132,-73.97363831,In Service,1,4,3 St & Prospect Park West,,,11215,,,false,2016-12-04 03:08:10 AM,
3355,E 66 St & Madison Ave,17,25,40.768008893059,-73.968452811241,In Service,1,8,E 66 St & Madison Ave,,,10065,,,false,2016-12-04 03:09:43 AM,
3356,Amsterdam Ave & W 66 St,2,21,40.7746671,-73.98470567,In Service,1,19,Amsterdam Ave & W 66 St,,,10023,,,false,2016-12-04 03:09:26 AM,
3357,W 106 St & Amsterdam Ave,28,35,40.8008363,-73.9664492472,In Service,1,7,W 106 St & Amsterdam Ave,,,10025,,,false,2016-12-04 03:07:30 AM,
3358,Garfield Pl & 8 Ave,20,25,40.6711978,-73.97484126,In Service,1,5,Garfield Pl & 8 Ave,,,11215,,,false,2016-12-04 03:10:25 AM,
3359,E 68 St & Madison Ave,16,35,40.7691572,-73.96703464,In Service,1,19,E 68 St & Madison Ave,,,10065,,,false,2016-12-04 03:08:07 AM,
3360,Amsterdam Ave & W 79 St,22,25,40.7829391,-73.9786517,In Service,1,3,Amsterdam Ave & W 79 St,,,10024,,,false,2016-12-04 03:08:22 AM,
3361,Carroll St & 6 Ave,16,23,40.6740886,-73.9787282,In Service,1,5,Carroll St & 6 Ave,,,11215,,,false,2016-12-04 03:09:49 AM,
3362,Madison Ave & E 82 St,19,34,40.7781314,-73.96069399,In Service,1,14,Madison Ave & E 82 St,,,10028,,,false,2016-12-04 03:07:38 AM,
3363,E 102 St & Park Ave,19,33,40.7904828,-73.95033068,In Service,1,14,E 102 St & Park Ave,,,10029,,,false,2016-12-04 03:06:55 AM,
3364,Carroll St & 5 Ave,9,27,40.6751622,-73.9814832,In Service,1,18,Carroll St & 5 Ave,,,11215,,,false,2016-12-04 03:07:35 AM,
3366,West End Ave & W 107 St,14,19,40.8021174,-73.9681805305,In Service,1,5,West End Ave & W 107 St,,,10025,,,false,2016-12-04 03:07:16 AM,
3367,5 Ave & E 103 St,36,39,40.7922553,-73.95249933,In Service,1,3,5 Ave & E 103 St,,,10029,,,false,2016-12-04 03:06:51 AM,
3368,5 Ave & 3 St,20,30,40.6728155,-73.98352355,In Service,1,7,5 Ave & 3 St,,,11215,,,false,2016-12-04 03:07:19 AM,
3369,Coming Soon: 83 St & East End Ave,0,0,40.7730159,-73.94637823,Not In Service,3,0,Coming Soon: 83 St & East End Ave,,,10028,,,false,1969-12-31 07:00:00 PM,
3370,78 St & 2 Ave,18,25,40.7727966,-73.95577801,In Service,1,7,78 St & 2 Ave,,,10075,,,false,2016-12-04 03:10:21 AM,
3371,Coming Soon: 4 Ave & 2 Street,0,0,40.674613422476,-73.985011428595,Not In Service,3,0,Coming Soon: 4 Ave & 2 Street,,,11215,,,false,1969-12-31 07:00:00 PM,
3372,E 74 St & 1 Ave,14,39,40.7689738,-73.95482273,In Service,1,24,E 74 St & 1 Ave,,,10021,,,false,2016-12-04 03:07:51 AM,
3373,3 St & 3 Ave,8,27,40.6750705,-73.98775226,In Service,1,16,3 St & 3 Ave,,,11215,,,false,2016-12-04 03:10:28 AM,
3374,Central Park North & Adam Clayton Powell Blvd,5,36,40.799484,-73.955613,In Service,1,31,Central Park North & Adam Clayton Powell Blvd,,,10026,,,false,2016-12-04 03:07:34 AM,
3375,3 Ave & E 72 St,29,35,40.7699426,-73.96060712,In Service,1,6,3 Ave & E 72 St,,,10021,,,false,2016-12-04 03:08:12 AM,
3376,E 65 St & 2 Ave,27,39,40.764718519443,-73.962220698595,In Service,1,12,E 65 St & 2 Ave,,,10065,,,false,2016-12-04 03:09:56 AM,
3377,Carroll St & Bond St,18,25,40.6786115,-73.99037292,In Service,1,7,Carroll St & Bond St,,,11231,,,false,2016-12-04 03:08:29 AM,
3378,E 76 St & Park Ave,19,28,40.773763,-73.96222088,In Service,1,9,E 76 St & Park Ave,,,10075,,,false,2016-12-04 03:08:16 AM,
3379,E 103 St & Lexington Ave,7,35,40.7903051,-73.94755757,In Service,1,28,E 103 St & Lexington Ave,,,10029,,,false,2016-12-04 03:07:11 AM,
3381,3 St & Hoyt St,13,21,40.6777287,-73.99364123,In Service,1,6,3 St & Hoyt St,,,11231,,,false,2016-12-04 03:07:20 AM,
3382,Carroll St & Smith St,29,31,40.680611,-73.99475825,In Service,1,0,Carroll St & Smith St,,,11231,,,false,2016-12-04 03:07:28 AM,
3383,Cathedral Pkwy & Broadway,21,25,40.804213,-73.96699104,In Service,1,4,Cathedral Pkwy & Broadway,,,10025,,,false,2016-12-04 03:07:58 AM,
3384,Smith St & 3 St,24,25,40.6787242,-73.99599099,In Service,1,0,Smith St & 3 St,,,11231,,,false,2016-12-04 03:07:17 AM,
3386,1 Pl & Clinton St,23,27,40.6809591,-73.99905709,In Service,1,4,1 Pl & Clinton St,,,11231,,,false,2016-12-04 03:07:40 AM,
3387,E 106 St & Madison Ave,3,25,40.7934337,-73.94945003,In Service,1,22,E 106 St & Madison Ave,,,10029,,,false,2016-12-04 03:09:40 AM,
3388,President St & Henry St,20,25,40.6828003,-73.99990419,In Service,1,5,President St & Henry St,,,11231,,,false,2016-12-04 03:08:02 AM,
3389,Carroll St & Columbia St,25,28,40.6830456,-74.00348559,In Service,1,3,Carroll St & Columbia St,,,11231,,,false,2016-12-04 03:08:35 AM,
3390,E 109 St & 3 Ave,12,24,40.79329668,-73.9432083,In Service,1,12,E 109 St & 3 Ave,,,10029,,,false,2016-12-04 03:07:30 AM,
3391,E 106 St & 1 Ave,8,25,40.7892529,-73.93956237,In Service,1,15,E 106 St & 1 Ave,,,10029,,,false,2016-12-04 03:07:51 AM,
3392,Commerce St & Van Brunt St,7,19,40.6812117,-74.00860912,In Service,1,12,Commerce St & Van Brunt St,,,11231,,,false,2016-12-04 03:08:03 AM,
3393,Richards St & Delavan St,2,19,40.6794327,-74.00785041,In Service,1,17,Richards St & Delavan St,,,11231,,,false,2016-12-04 03:06:55 AM,
3394,Columbia St & W 9 St,3,21,40.6769993,-74.00647134,In Service,1,18,Columbia St & W 9 St,,,11231,,,false,2016-12-04 03:09:43 AM,
3395,Henry St & W 9 St,1,19,40.6763744,-74.00324957,In Service,1,18,Henry St & W 9 St,,,11231,,,false,2016-12-04 03:10:07 AM,
3396,Clinton St & 4 Place,22,25,40.6783563,-74.00014502,In Service,1,3,Clinton St & 4 Place,,,11231,,,false,2016-12-04 03:10:13 AM,
3397,Court St & Nelson St,14,25,40.6763947,-73.99869893,In Service,1,11,Court St & Nelson St,,,11231,,,false,2016-12-04 03:08:29 AM,
3398,Smith St & 9 St,1,23,40.6746957,-73.99785768,In Service,1,22,Smith St & 9 St,,,11231,,,false,2016-12-04 03:08:28 AM,
3399,7 St & 3 Ave,1,21,40.672602981501,-73.98983001709,In Service,1,19,7 St & 3 Ave,,,10003,,,false,2016-12-04 03:09:25 AM,
3400,E 110 St & Madison Ave,9,24,40.7961535,-73.94782145,In Service,1,15,E 110 St & Madison Ave,,,10029,,,false,2016-12-04 03:06:52 AM,
3401,2 Ave & 9 St,9,19,40.6724811,-73.99331394,In Service,1,10,2 Ave & 9 St,,,10003,,,false,2016-12-04 03:08:01 AM,
3402,Court St & State St,16,23,40.6902375,-73.99203074,In Service,1,6,Court St & State St,,,11201,,,false,2016-12-04 03:08:11 AM,
3403,4 Ave & 9 St,26,31,40.6705135,-73.98876585,In Service,1,5,4 Ave & 9 St,,,10003,,,false,2016-12-04 03:08:37 AM,
3404,7 St & 5 Ave,22,27,40.6704922,-73.98541675,In Service,1,4,7 St & 5 Ave,,,11215,,,false,2016-12-04 03:09:59 AM,
3405,5 St & 6 Ave,3,3,40.6704836,-73.98208968,Not In Service,3,0,5 St & 6 Ave,,,11215,,,false,2016-11-16 09:54:33 AM,
3407,Union St & Nevins St,14,15,40.679097997217,-73.987654745579,In Service,1,1,Union St & Nevins St,,,11215,,,false,2016-12-04 03:06:44 AM,
3408,Congress St & Clinton St,27,27,40.6881529,-73.99520919,In Service,1,0,Congress St & Clinton St,,,11201,,,false,2016-12-04 03:07:30 AM,
3409,Bergen St & Smith St,31,35,40.6867443,-73.99063168,In Service,1,1,Bergen St & Smith St,,,11201,,,false,2016-12-04 03:08:12 AM,
3410,Dean St & Hoyt St,30,31,40.6864442,-73.98759104,In Service,1,1,Dean St & Hoyt St,,,11217,,,false,2016-12-04 03:08:25 AM,
3411,Bond St & Bergen St,22,27,40.6849668,-73.98620772,In Service,1,5,Bond St & Bergen St,,,11217,,,false,2016-12-04 03:09:30 AM,
3412,Pacific St & Nevins St,7,15,40.6853761,-73.98302136,In Service,1,8,Pacific St & Nevins St,,,11217,,,false,2016-12-04 03:09:21 AM,
3413,Wyckoff St & 3 Ave,11,22,40.6827549,-73.98258555,In Service,1,11,Wyckoff St & 3 Ave,,,11217,,,false,2016-12-04 03:07:26 AM,
3414,Bergen St & Flatbush Ave,19,33,40.680944723477,-73.975673317909,In Service,1,13,Bergen St & Flatbush Ave,,,11217,,,false,2016-12-04 03:07:28 AM,
3415,Prospect Pl & 6 Ave,24,25,40.6793307,-73.97519523,In Service,1,0,Prospect Pl & 6 Ave,,,11217,,,false,2016-12-04 03:07:23 AM,
3416,7 Ave & Park Pl,15,17,40.6776147,-73.97324283,In Service,1,2,7 Ave & Park Pl,,,11217,,,false,2016-12-04 03:08:55 AM,
3417,Baltic St & 5 Ave,23,27,40.6795766,-73.97854971,In Service,1,3,Baltic St & 5 Ave,,,11217,,,false,2016-12-04 03:06:59 AM,
3418,Plaza St West & Flatbush Ave,29,33,40.6750207,-73.97111473,In Service,1,4,Plaza St West & Flatbush Ave,,,11217,,,false,2016-12-04 03:08:30 AM,
3419,Douglass St & 4 Ave,12,27,40.6792788,-73.98154004,In Service,1,15,Douglass St & 4 Ave,,,11217,,,false,2016-12-04 03:07:55 AM,
3420,Douglass St & 3 Ave,8,21,40.6802133,-73.98432695,In Service,1,13,Douglass St & 3 Ave,,,11217,,,false,2016-12-04 03:06:57 AM,
3421,Hoyt St & Warren St,22,23,40.6843549,-73.98901629,In Service,1,1,Hoyt St & Warren St,,,11217,,,false,2016-12-04 03:07:49 AM,
3422,Columbia St & Degraw St,18,21,40.6859296,-74.00242364,In Service,1,3,Columbia St & Degraw St,,,11231,,,false,2016-12-04 03:10:21 AM,
3423,West Drive & Prospect Park West,27,29,40.661063371901,-73.979452550411,In Service,1,1,West Drive & Prospect Park West,,,11215,,,false,2016-12-04 03:10:21 AM,
3424,E 106 St & Lexington Ave,13,27,40.791976,-73.945993,In Service,1,14,E 106 St & Lexington Ave,,,10029,,,false,2016-12-04 03:07:26 AM,
3425,2 Ave  & E 104 St,0,33,40.7892105,-73.94370784,In Service,1,33,2 Ave  & E 104 St,,,10029,,,false,2016-12-04 03:06:46 AM,
3427,Lafayette St & Jersey St,15,40,40.724305272503,-73.99600982666,In Service,1,24,Lafayette St & Jersey St,,,10012,,,false,2016-12-04 03:10:24 AM,
3428,8 Ave & W 16 St,1,25,40.740983,-74.001702,In Service,1,23,8 Ave & W 16 St,,,10011,,,false,2016-12-04 03:09:22 AM,
3429,Hanson Pl & Ashland Pl,31,39,40.685068073082,-73.977907598019,In Service,1,7,Hanson Pl & Ashland Pl,,,11217,,,false,2016-12-04 03:07:53 AM,
3430,Richardson St & N Henry St,7,19,40.719078911796,-73.94223690033,In Service,1,12,Richardson St & N Henry St,,,11222,,,false,2016-12-04 03:07:04 AM,
3431,E 35 St & 3 Ave,24,26,40.746524,-73.977885,In Service,1,2,E 35 St & 3 Ave,,,10016,,,false,2016-12-04 03:07:18 AM,
3434,W 88 St & West End Ave,28,35,40.790254173304,-73.977183401585,In Service,1,7,W 88 St & West End Ave,,,10024,,,false,2016-12-04 03:08:56 AM,
3435,Grand St & Elizabeth St,15,45,40.718822,-73.99596,In Service,1,30,Grand St & Elizabeth St,,,10013,,,false,2016-12-04 03:08:13 AM,
3436,Greenwich St & Hubert St,31,31,40.721319,-74.010065,In Service,1,0,Greenwich St & Hubert St,,,10013,,,false,2016-12-04 03:10:25 AM,
3437,Riverside Dr & W 91 St,0,0,40.793134809867,-73.977003693581,Not In Service,3,0,Riverside Dr & W 91 St,,,10025,,,false,1969-12-31 07:00:00 PM,
3438,E 76 St & 3 Ave,20,31,40.772248537722,-73.958421349525,In Service,1,11,E 76 St & 3 Ave,,,10075,,,false,2016-12-04 03:08:49 AM,
3440,Fulton St & Adams St,40,43,40.692418292578,-73.989494740963,In Service,1,3,Fulton St & Adams St,,,11201,,,false,2016-12-04 03:07:23 AM,
